user,tiempo,chunk,source
,,"¿Sabías que el mejor sinónimo de descarbonización es la eficiencia energética? 🔋🌍 Te esperamos en el 3er Congreso de Hidrógeno y Eficiencia Energética organizado por la donde conversaremos sobre cómo la eficiencia energética mejora la rentabilidad, la productividad y la competitividad del sector industrial.📍 Centro de Convenciones de Cartagena de Indias 📅 16 y 17 de julio 🗓 Te esperamos en nuestra ponencia el 17 de julio: “Descarbonizar para competir: La Nueva Ruta de la Eficiencia Energética” 🕙 10:40 a. m. Celsia Energía",LinkedIn
Celsia Energía,2 meses • Editado •,"☀️ El sol vuelve a brillar con fuerza en el corazón del Valle del Cauca. Con la nueva granja solar Celsia Solar Buga 2, generamos la energía que impulsa el desarrollo de la región y construye un futuro más sostenible. ⚡🌱 Grupo QBCo hashtag hashtag hashtag",LinkedIn
Celsia Energía,2 meses •,"Nos llena de orgullo hacer parte de una organización que avanza con visión de largo plazo, compromiso con el país y confianza en su gente. Hoy comienza un nuevo capítulo para el Grupo Argos ¡y estamos emocionados de ser protagonistas en este camino! Somos energía que transforma, vías y aeropuertos que conectan y materiales de construcción que edifican futuro. hashtag",LinkedIn
Celsia Energía,2 meses •,"Poner ON la transición energética es hacerlo posible desde la fuente: 19 centrales hidroeléctricas, 21 granjas solares y 2 plantas térmicas a gas que fortalecen la matriz energética de Colombia. No es el futuro, es ahora.",LinkedIn
Celsia Energía,2 meses •,"Desde el 2020, más de 25 mil familias han cambiado su historia gracias a un filtro de agua que parece simple, pero transforma vidas. Y lo más especial: se fabrica en una empresa familiar en Palmira. Dale play y conoce cómo el agua está devolviendo salud y tranquilidad a miles de personas. Fundación Grupo Argos Grupo Argos",LinkedIn
Celsia Energía,4 meses •,"Nuestro líder Ricardo Sierra nos explica por qué nuestra compañía es un gestor de activos y cómo estructura sus negocios en 3 dimensiones: desarrollar, escalar y cosechar. Sigue el carrusel para conocer más y si quieres profundizar más sobre este tema te dejamos nuestro Informe de Gestión:",LinkedIn
Celsia Energía,2 meses •,"☀️ Ellos ya se pasaron a la energía solar y hoy ahorran mientras cuidan el planeta. Con Celsia, tu empresa también puede generar parte de su energía y reducir costos desde el primer día. 📞 Cotiza tu sistema solar al 018000 112 115 y súmate al cambio sostenible 🌱. hashtag hashtag hashtag",LinkedIn
Celsia Energía,2 meses •,"En Colombia necesitamos dejar de jalar cada uno para su lado. En este episodio de hashtag , Ana Fernanda Maiguashca nos cuenta cómo una alianza entre centros de pensamiento y de incidencia está impulsando un proyecto de limpieza regulatoria para que el desarrollo deje de tropezar con sus propias normas. Dale play y descubre por qué necesitamos más control inteligente… y sobre todo, más trabajo en equipo:",LinkedIn
Celsia Energía,4 meses •,"""""¿Quién va a invertir a pérdida?” Con esta pregunta Stevie Gamboa Valladares nos resume la situación de Ecuador frente al panorama de su sistema eléctrico. En este nuevo episodio de hashtag Gamboa también nos habló del riesgo que vive hoy su país, el impacto de las decisiones políticas sobre las tarifas eléctricas y por qué Ecuador no está siendo un socio atractivo para nuevas inversiones en el sector. Si te interesa entender lo que de verdad está pasando con el sistema eléctrico ecuatoriano, este episodio es para ti. Dale play aquí:",LinkedIn
Celsia Energía,4 meses •,"¡La emoción sigue! Seguimos con más noticias de Carreto: Ya iniciamos pruebas en el aerogenerador de este parque eólico que tendrá nuestro país y que cuenta con una capacidad de 9,6 MW. Este proyecto, ubicado en el departamento del Atlántico, es un paso importante hacia la hashtag .",LinkedIn
Celsia Energía,7 meses •,"En esta primera entrega de “lo que dejaría a nuestro sector eléctrico en ON o en OFF”, le echamos un ojo a esos detalles que no debemos pasar por alto cuando hablamos de uno de los sectores eléctricos más sostenibles del mundo. ¡Desliza y conoce más!",LinkedIn
Celsia Energía,4 meses •,"🌱 Desde Ginebra, en la Hacienda El Carmen, acompañamos a Ana María Semaan en su camino hacia la sostenibilidad. Instalamos 105 paneles solares que hoy alimentan el pozo de riego, generando el 90% del consumo energético del sistema y evitando la emisión de 12 toneladas de CO₂ al año. Gracias a la energía solar, el campo es más eficiente y rentable. 🔋 Menos costos. 🌾 Más sostenibilidad. hashtag hashtag hashtag hashtag",LinkedIn
Celsia Energía,7 meses • Editado •,"🌏 Día Mundial de la Eficiencia Energética 🌏 La energía es el motor de la industria, pero ¿la estás usando de manera eficiente? 🚀 En Celsia desarrollamos proyectos de eficiencia energética que le permitirán a tu empresa optimizar el consumo energético, reducir costos y ser más sostenible. Conoce e implementa Eficiencia Energética con Celsia. hashtag hashtag hashtag",LinkedIn
Celsia Energía,4 meses •,¿Educación socioemocional? ¡Sí! Un nuevo aprendizaje en las IE de Tuluá gracias a una hermosa alianza que lidera la Fundación Levapan donde los profesores se forman para enseñar a los alumnos el manejo de las emociones a través de la metodología hashtag . Porque educar no sólo es formar mentes sino cuidar corazones. 🧡 Te contamos más de esta iniciativa a la que le ponemos toda nuestra mejor energía. Dale play. Fundación Barco,LinkedIn
Celsia Energía,4 meses •,"Ojito a este dato: El 96% de los colombianos tenemos acceso a la energía pero... ¿qué estamos haciendo por ese 3% que hace falta? En este reel te lo contamos y además, vas a conocer cómo gracias al marco legal del sistema eléctrico en el país, casi todos en Colombia podemos prender y apagar las luces de nuestro hogar sin ningún problema. Dale play.",LinkedIn
Celsia Energía,7 meses • Editado •,Presentamos nuestros resultados financieros consolidados hashtag luego de un año muy retador para el sector eléctrico. Nuestro CEO RICARDO ANDRES SIERRA FERNANDEZ te hace un resumen de lo más importante. Ingresa a nuestro sitio web www.celsia.com para leer completo nuestro comunicado de prensa.,LinkedIn
Celsia Energía,4 meses •,"¡Este mix está imperdible! Te presentamos nuestro nuevo ‘hit’, que aunque en otros países sea muy normal, en Colombia llega con nuevos aires y más energía limpia. A nuestras centrales de generación de energía hídrica, plantas solares y térmicas a gas, se integra Carreto, el primer proyecto eólico de Celsia en Colombia, con 9,6 MW de energía renovable para todos los colombianos.",LinkedIn
Celsia Energía,4 meses •,"¿Qué significa ser gestor de activos para la hashtag ? No es solo un rol. Es una mentalidad. Una apuesta estratégica. Un compromiso con el presente y el futuro energético del país. Nuestros líderes en Celsia nos lo explican con claridad, dale play.",LinkedIn
Celsia Energía,4 meses •,"¡Hoy la acción de Celsia tuvo un aumento energizante! Tras la presentación de nuestros hashtag , reanudamos la ejecución del programa de readquisición de acciones a través del mecanismo transaccional de la bvc-Bolsa de Valores de Colombia S.A. hashtag La jornada cerró con valorizaciones en el mercado y Celsia tuvo un desempeño muy positivo, finalizando con un precio de COP 4.255 por acción, lo que representa una variación de +2,16%. 🔥 ✅# Acciones recompradas hoy: 83.235 ✅ Monto recomprado hoy: COP 349 millones. En este sitio puedes consultar todos los resúmenes de la hashtag 👉🏼 Y te dejamos este hashtag . Si te perdiste la Teleconferencia de hashtag , en dos minutos, nuestro líder financiero Esteban Piedrahita te hace un resumen de este trimestre positivo y lleno de buenas noticias para nuestros accionistas e inversionistas. Dale play ▶️",LinkedIn
Celsia Energía,7 meses •,"Con hashtag no solo sembramos árboles, ¡sembramos vida! con nuestras acciones estamos restaurando ecosistemas y devolviendo el equilibrio a nuestras zonas de influencia.",LinkedIn
Celsia Energía,5 meses •,"🌞💊 ¡La salud se mueve con energía limpia! En Itagüí, Antioquia, el Centro de Distribución de farmacia Pasteur ya genera el 65% de su energía gracias a el sistema solar instalado con Celsia ⚡ ¡Ellos ya optimizan sus costos y cuidan el planeta! 🧡 Y tú, ¿cuándo te sumas a la buena energía? hashtag hashtag",LinkedIn
Celsia Energía,5 meses •,"¿Sabías que la energía solar no solo reduce costos, sino que también cuida el planeta? 🌍☀️ Cada rayo de sol es una oportunidad para un futuro más sostenible. hashtag hashtag",LinkedIn
Celsia Energía,7 meses •,"¿Sabías que la electrificación, el hidrógeno verde y, sobre todo la innovación, son claves en la transición energética? En el último episodio de hashtag , conversamos con Francisco Boshell, experto en temas de energía renovable, innovación y descarbonización y quien trabajó por más de 12 años en la Agencia Internacional de Energías Renovables, Irena.",LinkedIn
Celsia Energía,5 meses •,"Wow, pero tan wow que nos siguen sorprendiendo estos datos sobre la mejor energía en Colombia. ¿Te los imaginabas? Comparte y sigue conectado para contarte mucho más.",LinkedIn
Celsia Energía,5 meses •,Hace unos días abrimos las puertas de nuestra sede en Yumbo para que las familias de nuestros colaboradores conocieran mucho más sobre cómo se genera la mejor energía. Aquí les mostramos cómo fue ese momento y lo que nos dijeron al final del recorrido. 🧡⚡,LinkedIn
Celsia Energía,8 meses • Editado •,"🌟 Mujeres emprendedoras, ¡Les tenemos excelentes noticias! Vuelve la convocatoria hashtag 🧡 en las ciudades de Cali, Medellín y Bogotá. Un espacio perfecto para hacer crecer tu negocio y llevarlo al siguiente nivel. ¡No pierdas esta gran oportunidad! El Directorio Naranja te invita a que te inscribas antes del 16 de marzo en www.emprendemujer.co. ¡Anímate a ser parte de esta gran iniciativa! 🚀 hashtag hashtag hashtag",LinkedIn
Celsia Energía,5 meses •,"En nuestro último episodio de hashtag , hablamos con Stevie Gamboa Valladares sobre la crisis de energía que vivió nuestro vecino Ecuador. Una charla que nos deja muchas lecciones, porque como lo dice nuestro líder Ricardo Sierra: “Colombia necesita más oferta en generación”. Escúchalo ya en tu plataforma favorita:",LinkedIn
Celsia Energía,5 meses •,Los celsianos tenemos razones claras para afirmar que hashtag . Acá te contamos algunas de ellas. hashtag hashtag,LinkedIn
Celsia Energía,8 meses •,"No, no es un mineral sacado de una película de superhéroes, pero su poder es muy real. Gracias a su estructura cristalina única, la Perovskita se está convirtiendo en una revolución para las celdas solares: más eficiencia, menos costos y un gran paso hacia un mundo más sostenible. Desliza y descubre por qué este material puede cambiar la forma en que aprovechamos la energía solar.",LinkedIn
Celsia Energía,5 meses •,"☀️🏡 En Caracolí Vivero, la energía solar ya es una realidad. Instalamos 105.05 kW, cubriendo el 90% del consumo energético del conjunto residencial. 💡🔋 ¡Menos costos, más sostenibilidad! ¿Quieres llevar la energía del sol a tu empresa o conjunto? 🌿✨ Escríbenos y cotiza tu solución solar con hashtag hashtag hashtag",LinkedIn
Celsia Energía,8 meses •,"Mucho se habla del potencial del hidrógeno verde para revolucionar la movilidad sostenible, pero lo cierto es que el mercado de la movilidad con baterías gana cada vez más terreno, muy por encima de desarrollos de movilidad con hidrógeno verde. La producción de hidrógeno verde necesita de infraestructuras complejas y un consumo alto de energía entrando en contravía de sus objetivos. Es claro entonces que la movilidad con baterías gana terreno y se perfila como el rey en las alternativas de movilidad sostenible.",LinkedIn
Celsia Energía,5 meses •,"En Colombia, no importa en qué zona del país estés, el valor de la transmisión de energía, osea el costo de sacar la energía de los embalses y llevarla a las subestaciones, es igual para todos. Pero con el gas… la cosa cambia. El profe Sergio Cabrales lo explica clarito: aquí el costo del transporte varía según el trayecto y los gasoductos que se usen. Escucha el episodio completo aquí:",LinkedIn
Celsia Energía,6 meses •,"La energía no se crea por arte de magia, aunque sería genial, ¿no? Detrás de cada bombillo encendido hay generación, distribución y mantenimiento para que nunca falte en nuestros hogares, es por eso que a veces no entendemos muchas dinámicas y sobretodo su verdadero valor, pero nos encanta resolverte las dudas.",LinkedIn
Celsia Energía,6 meses •,"¿Por qué decimos que con hashtag esperamos evidenciar $2.000 adicionales por acción de Celsia? Esteban Piedrahita es nuestro líder financiero y nos lo cuenta con mucha claridad, como dicen por ahí, ¡facilito! Dale play y descubre cómo fortalecemos permanentemente la compañía y todos sus negocios.",LinkedIn
Celsia Energía,9 meses • Editado •,"hashtag Finalizamos esta corta semana con el resumen de la readquisición de acciones al cierre de la jornada en la bvc-Bolsa de Valores de Colombia S.A. También te compartimos una nota de Diario La República en la que nos reconocen como “una de las empresas más activas del país” en el mecanismo de hashtag . Quédate en el post 🧵👇🏽: ✅ Valor de la acción: COP 3.765 (+0,40%). ✅ # Acciones recompradas hoy: 59.387. Acumulado 19.425.045. ✅ Monto recomprado hoy: COP 222 millones. Acumulado COP 77.763 millones. En este sitio puedes consultar todos los resúmenes de la hashtag 👉🏼 Recordemos que las hashtag son un mecanismo del Gobierno Nacional a través del cual las empresas contribuyentes pueden invertir hasta el 50% de los impuestos en la ejecución de proyectos de impacto económico y social y que aporten al desarrollo de los municipios ZOMAC (afectados por el conflicto). En Celsia nos unimos a este mecanismo en 2017 y a la fecha llevamos $226.325 millones invertidos en 28 proyectos de obras viales, de educación y medio ambiente beneficiando a más de 286.000 personas en 5 departamentos del país: Antioquia, Cauca, Sucre, Tolima y Valle del Cauca. En agosto del año pasado, le entregamos a una comunidad del Cauca una vía totalmente renovada de 9 kilómetros de la vía Morales-Pan de Azúcar. En palabras de los habitantes esta obra “les cambió la vida, ya no hay más pantanero”. Mira la historia aquí Los proyectos que tenemos en vías son 9 ubicados en Tolima, Valle y Antioquia y en educación son 18, que consisten en la entrega de computadores, mobiliario y comedores escolares para 1.720 sedes educativas y 25 centros de desarrollo infantil. En Tolima se invertirá en la modalidad de “pago por servicios ambientales” y se recuperarán 4.000 hectáreas de bosques. Te dejamos la nota de Diario La República, en donde se reseña que somos la segunda empresa que más aporta sus impuestos en obras para las comunidades y se reconoce que gracias a este mecanismo muchas empresas del país “han podido construir vías, puentes y otras infraestructuras fundamentales. Esto genera confianza al ver que sus aportes están siendo invertidos para beneficiar a comunidades que han esperado durante décadas por este tipo de desarrollo"""". Entérate más aquí",LinkedIn
Celsia Energía,9 meses • Editado •,"en obras para las comunidades y se reconoce que gracias a este mecanismo muchas empresas del país “han podido construir vías, puentes y otras infraestructuras fundamentales. Esto genera confianza al ver que sus aportes están siendo invertidos para beneficiar a comunidades que han esperado durante décadas por este tipo de desarrollo"""". Entérate más aquí",LinkedIn
,,"Somos pioneros en eficiencia energética y almacenamiento de energía, creando soluciones que reducen costos, optimizan procesos y aumentan la competitividad del sector industrial. Conoce e implementa Eficiencia energética con Celsia Energía",LinkedIn
Celsia Energía,6 meses •,"En Celsia somos gestores de activos para la hashtag . Nuestro objetivo es maximizar la rentabilidad de nuestros accionistas al enriquecer la vida de nuestros clientes. ¿Cómo lo hacemos? Combinando capital propio con la confianza de inversionistas calificados de todo el mundo, que creen en lo que hacemos y hacia dónde vamos. Vernos como gestores nos permite alinear los distintos ciclos de los negocios y mantener una constante revisión para determinar oportunidades de rotación, inversión o crecimiento: 🔁 Algunos negocios están en desarrollo. 📈 Otros están escalando con fuerza. 🌱 Y varios ya están en cosecha, dando frutos. En este video te lo explicamos paso a paso. ¡Dale play!",LinkedIn
Celsia Energía,6 meses •,"¿Sabías que el proceso de traer gas importado a Colombia puede generar más emisiones que el carbón? Entre licuarlo, transportarlo en barcos y regasificarlo, la huella de carbono se dispara. El profe Sergio Cabrales nos lo explica muy claro en hashtag . Escucha el episodio completo aquí:",LinkedIn
Celsia Energía,6 meses • Editado •,"Les presentamos a CATALINA ESTRADA URIBE, la autora de nuestro nuevo libro - obra y que fue el regalo que les hicimos a nuestros accionistas en la pasada hashtag . Catalina es puro talento y su arte pone a Latinoamérica en los ojos del mundo con colores que cuentan hermosas historias. En Celsia sentimos esa misma energía de Catalina y queremos que te contagies de ella. ⚡",LinkedIn
Celsia Energía,9 meses •,"¡El 2025 empieza con toda la energía para todos! Y esto es gracias al sistema eléctrico en Colombia. ¿Por qué estamos tan seguros? Te vamos a dejar un resumen con algunas de las frases que hemos compartido en nuestras redes sociales para destacar las cualidades de un sistema eléctrico que es robusto y confiable: Es uno de los más sostenibles del mundo, existe un compromiso de las empresas del sector por generar energía a partir de fuentes limpias y tener programas de compensación y protección ecológica, pero además, este compromiso se extiende a asegurar un servicio ininterrumpido para no volvernos a apagar, lo que nos lleva a decir que la energía en Colombia es de calidad. Estamos conectados con un sistema que es confiable, entre 2018 y 2023 la duración de interrupciones del servicio de energía se redujo cerca del 50%. Y aquí va el dato: somos el país con menos apagones en América Latina en los últimos 30 años. ¡Sí, menos cortes y más estabilidad para todos! Ahora, hablemos de cómo funciona todo este engranaje. Nuestro sector eléctrico es como un motor bien afinado: es intensivo en capital y cuenta con múltiples jugadores que aportan innovación y competencia. Esto garantiza que el sistema sea diverso y siempre esté listo para avanzar. Pero ojo 👀, porque mantener esta estabilidad y seguir creciendo no es tarea fácil. La seguridad energética requiere decisiones técnicas y de largo plazo. ¿Qué significa eso? Que hay que planear con visión de futuro, invirtiendo hoy para que mañana podamos seguir disfrutando de un sistema fuerte. Aquí está la clave: la libre competencia ilumina la energía de Colombia. Este modelo no solo mejora el servicio, sino que también atrae inversión extranjera, genera empleo y mantiene a nuestro país en movimiento. Así que, no olvides que detrás de cada bombillo encendido hay un sistema que trabaja incansablemente. Porque al final del día, la energía más cara es la que no se tiene.",LinkedIn
Celsia Energía,9 meses •,que no se tiene.,LinkedIn
Celsia Energía,9 meses •,"¡Con nuestro programa hashtag seguimos haciendo historia! Desliza para que descubras cómo en 2024 transformamos el futuro con cada semilla, cada empleo generado y cada esfuerzo por proteger nuestro planeta con los millones de árboles sembrados. Porque juntos sembramos un mañana más verde. 🧡🌲",LinkedIn
Celsia Energía,9 meses •,"hashtag Te compartimos el resumen de la readquisición de acciones al cierre de la jornada de la bvc-Bolsa de Valores de Colombia S.A. y, luego, te invitamos a seguir este post para contarte los avances de nuestro programa de restauración ecológica hashtag , una de las iniciativas ambientales más grandes del país y que sigue creciendo como “arroz”. ✅ Valor de la acción: COP 3.730, sin variaciones ✅ # Acciones recompradas hoy: 59.816 Acumulado 19.189.211 ✅ Monto recomprado hoy: COP 222 millones. Acumulado 76.678 millones En este sitio puedes consultar todos los resúmenes de la hashtag 👉🏼 Nuestro programa de restauración ecológica cerró el 2024 con más de 18 millones de árboles nativos sembrados en 5 departamentos de Colombia 🇨🇴: Atlántico, Valle, Tolima, Antioquia y Risaralda, restaurando así más de 8.000 hectáreas de bosque y cuencas hidrográficas en 44 municipios del país. El programa también generó 195 empleos en las zonas rurales del país y 100% de la mano de obra es local. Desde el 2016 la inversión de la empresa supera los $43 mil millones, totalmente voluntaria. Pero no lo hacemos solos: junto a Grupo Argos, y su hashtag tenemos grandes aliados como las corporaciones autónomas regionales, alcaldías, gobernaciones, empresas privadas y públicas, universidades, entre otras. ¿Y sabes cómo nació hashtag ? En medio de la sequía del fenómeno de El Niño, en 2015, muchos municipios del Valle del Cauca tuvieron “pico y placa” de suministro de agua. Esta crisis nos inspiró a sembrar árboles para restaurar cuencas hidrográficas y en su momento nos pusimos la meta sembrar 10 millones de árboles en 10 años. Ahora vamos “volando” porque tenemos una meta mucho más ambiciosa: sembrar 50 millones de árboles nativos al 2030 para proteger nuestras cuencas y el planeta. Tú puedes hacer parte de este programa donando un árbol en",LinkedIn
Celsia Energía,6 meses •,"Mientras el mundo busca reducir su impacto ambiental, Colombia ya genera electricidad con tres veces menos contaminación que el promedio global. Incluso estamos muy por debajo de países como EE.UU. o India. Pero, si estamos tan bien, ¿por qué hablamos de crisis energética? ¿Qué viene para el sector? El profe Sergio Cabrales lo explica con claridad en este episodio de hashtag . Dale play y entérate de la historia completa:",LinkedIn
Celsia Energía,9 meses •,"Hoy despedimos este año con gratitud y energía renovada para encender sueños aún más grandes en el 2025. Porque la energía no solo ilumina vidas, ¡también impulsa esperanza y transforma realidades! ¡Feliz Año Nuevo! Desliza para recordar los momentos que marcaron este gran año.",LinkedIn
Celsia Energía,9 meses • Editado •,"¡El sistema eléctrico en Colombia cada año se luce! Por estos días de Navidad hemos estado llenos de mucha luz en nuestros hogares y es gracias a un sistema robusto y confiable, que por eficiente y silencioso muchos damos por hecho, e incluso poco valoramos. Hoy, te vamos a dejar un resumen con algunas de las frases que hemos compartido los últimos domingos. Desliza cada imagen y no te olvides que: 1. Estamos en el sexto lugar global de matrices eléctricas más limpias, gracias a que la mayoría de nuestra energía se genera con agua. 2. Nuestro sistema eléctrico es solidario, con subsidios sobre el consumo mínimo de energía que requieren los hogares de estratos 1, 2 y 3. Esto es posible gracias a los estratos 5 y 6, y a los impuestos que pagamos los colombianos. 3. Y ojo al dato: El costo del servicio de energía en nuestro país está en el promedio de la región. Por debajo nuestro hay países con tarifas más baratas como Venezuela y Argentina, pero con una calidad del servicio deficiente. 4. Las fuentes de energía renovable son geniales, pero intermitentes, y ahí es donde las térmicas entran al rescate. 5. Nuestra cobertura del servicio de energía es una de las mejores de América Latina: pasamos del 70% hace 30 años al 96% en promedio, pues en el sector urbano es del 98% y en el rural del 94%. 6. Pero pilas, que no basta con generar energía. Para que todo funcione como debe ser, necesitamos una infraestructura que transporte la energía “al pelo"""". 7. La energía impulsa el crecimiento económico del país y mejora nuestra calidad de vida. 8. Se estima que Colombia requiere $8,5 billones al año para garantizar la confiabilidad y avanzar en la transición energética. 9. Nuestra calidad de vida depende de la energía. Estamos electrificados. Es el motor que impulsa el desarrollo y bienestar de las sociedades. 10. Recuérdalo, nuestro sector eléctrico es motor para la economía y con este modelo, que es de libre competencia y con capital intensivo, atraemos inversión extranjera y generamos trabajo pa’ un montón de gente.",LinkedIn
Celsia Energía,9 meses • Editado •,"Recuérdalo, nuestro sector eléctrico es motor para la economía y con este modelo, que es de libre competencia y con capital intensivo, atraemos inversión extranjera y generamos trabajo pa’ un montón de gente.",LinkedIn
Celsia Energía,6 meses • Editado •,"¡Terminamos una semana muy gratificante! Tuvimos la hashtag donde les presentamos a todos nuestros accionistas los resultados de nuestra gestión, y continuamos con nuestra hashtag , que ya alcanza un 28% de ejecución del monto aprobado. Aquí te dejamos un resumen al cierre de hoy en la bvc-Bolsa de Valores de Colombia S.A. y en el hilo te contaremos más datos de nuestro programa hashtag . ✅ Valor de la acción: COP 3.940 (+1,03%) ✅ # Acciones recompradas hoy: 83.475. Acumulado 21.430.822 ✅ Monto recomprado hoy: COP 325 millones. Acumulado: COP 85 mil millones. En este sitio puedes consultar todos los resúmenes de la hashtag 👉🏼 En nuestra hashtag les presentamos oficialmente a nuestros accionistas el Programa EnergizarC, con el objetivo de fortalecer la compañía y, por tanto, el precio de la acción. Recordemos que este programa tiene 5 iniciativas: 1️⃣ Reducción de la deuda neta por debajo de los 4 billones de pesos. 2️⃣ Optimización y simplificación de las operaciones para alcanzar ahorros aproximados de 165.000 millones de pesos. 3️⃣ Fortalecimiento de plataformas mediante la incorporación de inversionistas. 4️⃣ Valoración adecuada de los intraemprendimientos: enerBit, Celsia Internet y Atera Energy. 5️⃣ Continuación del programa de recompra de acciones. En este video te vamos a explicar cada uno de los puntos, con los cuales buscamos un crecimiento potencial adicional de más de $2.000 por acción.",LinkedIn
Celsia Energía,9 meses •,"hashtag Hoy es viernes de resumen de nuestro programa de readquisición de acciones. Y, quédate en este post que te vamos a dejar unos datos de valor sobre la participación de la compañía en el mercado eléctrico colombiano ✅ Valor de la acción: COP 3.685 (+0,55%) ✅ # Acciones recompradas hoy: 60.163 Acumulado: 19.009.730 ✅ Monto recomprado hoy: COP 221 millones. Acumulado: COP 76.211 millones. En este sitio puedes consultar todos los resúmenes de la hashtag 👉🏼 hashtag hashtag Como te hemos contado, el mercado eléctrico colombiano tiene la gran ventaja de ser mixto, es decir, público-privado, con empresas competitivas para invertir en el fortalecimiento del sistema en toda la cadena: generación, transmisión, distribución y comercialización de energía. Celsia es una de las pocas empresas en Colombia que participa en todas las dimensiones, y hoy queremos contarte qué posición tenemos en el mercado en cada uno de ellos. Participación en el mercado de generación: tanto por capacidad instalada como por generación real ocupamos el quinto lugar con un 9% y 7% de participación, respectivamente. Recordemos que la matriz de generación eléctrica colombiana es la sexta matriz más limpia del mundo, el 68% de la capacidad instalada es de fuentes renovables. Distribución de energía: como operadores de red ocupamos el cuarto lugar en el país con un 6% de participación en la energía distribuida. ¿Y qué tal este dato? El 52% de la energía distribuida la realizan las empresas públicas, el 29% mixtas y el 20% privadas. Transmisión de energía: en este negocio el país cuenta con nueve compañías, y en Celsia ocupamos la quinta posición (2,8%). Comercialización de energía: este negocio tiene mayor número de jugadores, 68, y en Celsia en la demanda total ocupamos el cuarto lugar con el 6%, atendiendo 1,3 millones de clientes en hashtag y hashtag . El límite de participación en comercialización en el país es de 25%. Y cerramos con este dato que nos encanta: En Celsia tenemos una participación del 34% en la generación solar inyectada al SIN a través de nuestras 18 granjas solares + pisos y techos. ¿Qué tal te pareció esta información? ¿La sabías? Te leemos en los comentarios.",LinkedIn
Celsia Energía,9 meses •,encanta: En Celsia tenemos una participación del 34% en la generación solar inyectada al SIN a través de nuestras 18 granjas solares + pisos y techos. ¿Qué tal te pareció esta información? ¿La sabías? Te leemos en los comentarios.,LinkedIn
Celsia Energía,6 meses • Editado •,"¡Así vivimos la hashtag ! Un día de grandes reflexiones, conversaciones inspiradoras y mucho compromiso con el futuro de la energía en Colombia. Compartimos con nuestros accionistas los logros del 2024, cómo seguimos impulsando la hashtag y todo lo que estamos haciendo para llevar la hashtag a otro nivel. Gracias a todos los que hicieron parte de esta jornada llena de energía. Sigamos construyendo juntos un futuro más sostenible. Revive los mejores momentos en este video.",LinkedIn
Celsia Energía,6 meses •,"⚡ En Girardota, Antioquia, la energía del sol se transforma en hashtag con TDM. Este techo solar genera el 55.50% de la energía que necesitan en un día, evitando la emisión de 70.99 toneladas de CO₂ en un año y apostando por un futuro más sostenible. 🌿🔋 ¡Así es como seguimos avanzando en la transición energética! 🧡 hashtag hashtag hashtag",LinkedIn
Celsia Energía,9 meses •,"¡Nos recertificamos con el Sello Oro Equipares en igualdad de género! El Ministerio de Trabajo y el PNUD nos han otorgado, una vez más, este reconocimiento por nuestro compromiso en el cierre de brechas de género. Con un puntaje del 98,87%, demostramos que la igualdad no es solo un propósito, sino una realidad en nuestra organización. ¿Por qué estamos tan orgullosos? ✅ Implementamos procesos de selección inclusivos y libres de sesgos, garantizando igualdad de oportunidades. ✅ Promovemos políticas de jornadas flexibles que valoran y priorizan el tiempo en familia. ✅ Apostamos por la formación de mujeres electricistas a través de nuestro programa 'Energía en desarrollo'. ✅ Innovamos en comunicación con prácticas destacadas que impulsan el lenguaje incluyente y la transformación de actitudes. Este reconocimiento es un reflejo de un esfuerzo constante por construir un entorno más equitativo y diverso. Sandra Patricia Mejia Ricci Daniela Laverde",LinkedIn
Celsia Energía,9 meses •,"Este carrusel es una descarga de conocimiento con nuestros recomendados para escuchar, ver y leer en este fin de año. ¿Cuál fue tu favorito? Déjanos tu respuesta en los comentarios. Y no olvides que nos puedes escuchar y ver en hashtag : Spotify 👉🏽 YouTube 👉🏽",LinkedIn
Celsia Energía,6 meses • Editado •,"¡Ángela Sofía se ganó la beca! Como ella, 13 jóvenes más pueden acceder a la educación superior gracias a nuestra alianza con Grupo Argos. Así llegamos hasta su casa para darle la noticia y celebrar con la mejor energía. 🧡",LinkedIn
